id;n_variable_index;c_name_variable;c_desc_variable;c_name_section;c_name_position;c_num_position;n_controller_id;n_variable_data_type_id;n_variable_type_id;n_module_id_id;n_module_channel;PPI.FilterTime;PPI.mCodeScaleMin;PPI.mCodeScaleMax;PPI.mCodeLowThreshold;PPI.mCodeHighThreshold;PPI.Hysteresis;PPI.MediaLen;PPI.LocalOverrideValue;PPI.MinEU;PPI.MaxEU;SP.SP;SP.TechHi;SP.TechLo;CW.ConfigState;CW.ActiveState;CW.Read;CW.Write;CW.LocalOverrideState;CW.FilterState;CW.InversionState;CW.Linearization;CW.SqrtLinearization;CW.NotQuality;CW.UpdateState;CW.Used_IOAddress;CW.Used_EURange;CW.MessOfChange;CW.Used_Media;CW.Used_Formula;CW;Alarms.HiThreshold;Alarms.HiHiThreshold;Alarms.LoThreshold;Alarms.LoLoThreshold;HILO_CW.Alarms.HiActiveState;HILO_CW.Alarms.HiHiActiveState;HILO_CW.Alarms.LoActiveState;HILO_CW.Alarms.LoLoActiveState;Formula;HILO_CW
1;1;1;PT-07.I;Каскад 1;Маслосистема;14M1;1.0;5.0;2.0;1.0;5.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;250.0;0.0;250.0;0.0;;;;;;;;;;;;;;;;;6183.0;0.0;0.0;160.0;0.0;;;;;;4.0
2;2;DR.L1.PIT3.H1;LIC-01.I;Каскад 1;ПИД;1PID;1.0;5.0;2.0;1.0;6.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;;;;;;;;;;;;;;;;;6439.0;90.0;95.0;25.0;5.0;;;;;;15.0
3;3;DR.L1.SD1_MSS_P_Vigr;PT-01.I;Каскад 1;Гидравлическая система;14M1;1.0;5.0;2.0;1.0;7.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;1000.0;0.0;1000.0;0.0;;;;;;;;;;;;;;;;;6183.0;0.0;0.0;138.0;0.0;;;;;;4.0
4;4;DR.L1.K3A.I_Tran;M1.C.I;Каскад 1;ПИД;24PID;1.0;5.0;2.0;1.0;8.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;30.0;0.0;150.0;30.0;150.0;0.0;;;;;;;;;;;;;;;;;6199.0;43.4;76.0;45494;45446;;;;;;15.0
5;5;DR.L1.SD1_MSS_SL_T;TT-02.I;Каскад 1;Маслосистема;14M1;1.0;5.0;2.0;2.0;1.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;-18.0;93.0;0.0;93.0;-18.0;;;;;;;;;;;;;;;;;6183.0;0.0;0.0;0.0;0.0;;;;;;0.0
6;6;DR.L1.SD1_MSS_T_Rtn;TT-03.I;Каскад 1;Маслосистема;14M1;1.0;5.0;2.0;2.0;3.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;;;;;;;;;;;;;;;;;6183.0;54.0;65.0;18.0;17.0;;;;;;15.0
7;7;DR.L1.SD1_MSS.Tank_T;TT-04.I;Каскад 1;Маслосистема;14M1;1.0;5.0;2.0;2.0;4.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;22.0;0.0;100.0;22.0;100.0;0.0;;;;;;;;;;;;;;;;;6183.0;25.0;45.0;20.0;15.0;;;;;;15.0
8;8;DR.L1.K3A.H;LIC-03.I;Каскад 1;ПИД;24PID;1.0;5.0;2.0;2.0;7.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;;;;;;;;;;;;;;;;;6183.0;90.0;99.0;30.0;15.0;;;;;;15.0
9;9;DR.L1.K3A_VR_VFD_I;24M1.C.I;Каскад 1;ПИД;24PID;1.0;5.0;2.0;2.0;8.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;112.0;0.0;112.0;0.0;;;;;;;;;;;;;;;;;6183.0;65.0;95.7;0.0;0.0;;;;;;3.0
10;10;DR.L1.PIT3.H2;LIC-02.I;Каскад 1;ПИД;1PID;1.0;5.0;2.0;3.0;1.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;50.0;0.0;100.0;50.0;100.0;0.0;;;;;;;;;;;;;;;;;6183.0;55.0;70.0;25.0;5.0;;;;;;15.0
11;11;DR.L1.MD1_PDV_T4;TT-05.I;Каскад 1;Подшипника двигателя;M1;1.0;5.0;2.0;3.0;4.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;65.0;70.0;0.0;0.0;;;;;;3.0
12;12;DR.L1.MD1_PDV_VB1;VT-01.I;Каскад 1;Подшипника двигателя;M1;1.0;5.0;2.0;3.0;6.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;0.0;;;;;;;;;;;;;;;;;6183.0;8.0;11.0;4.0;0.0;;;;;;7.0
13;13;DR.L1.MD1_PDV_VB2;VT-02.I;Каскад 1;Подшипника двигателя;M1;1.0;5.0;2.0;3.0;7.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;0.0;;;;;;;;;;;;;;;;;6183.0;8.0;11.0;0.0;0.0;;;;;;3.0
14;14;DR.L1.MD1_PDV_VB3;VT-03.I;Каскад 1;Подшипника двигателя;M1;1.0;5.0;2.0;3.0;8.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;0.0;;;;;;;;;;;;;;;;;6183.0;8.0;11.0;0.0;0.0;;;;;;3.0
15;15;DR.L1.MD1_PDV_T5;TT-06.I;Каскад 1;Подшипника двигателя;M1;1.0;5.0;2.0;4.0;1.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;65.0;70.0;0.0;0.0;;;;;;3.0
16;16;DR.L1.MD1_MSS_P_diff;PT-02.I;Каскад 1;Маслосистема;M1;1.0;5.0;2.0;4.0;2.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;690.0;0.0;690.0;0.0;;;;;;;;;;;;;;;;;6183.0;241.0;276.0;45385;0.0;;;;;;7.0
17;17;DR.L1.MD1_EV_T;TT-14.I;Каскад 1;Маслосистема;M1;1.0;5.0;2.0;4.0;5.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;-40.0;150.0;0.0;150.0;-40.0;;;;;;;;;;;;;;;;;6183.0;0.0;0.0;21.0;0.0;;;;;;4.0
18;18;DR.L1.MD1_MSS_FED_P_m;PT-03.I;Каскад 1;Маслосистема;M1;1.0;5.0;2.0;4.0;6.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;200.0;0.0;1000.0;200.0;1000.0;0.0;;;;;;;;;;;;;;;;;6199.0;0.0;0.0;138.0;103.0;;;;;;12.0
19;19;DR.L1.MD1_VL_T;TT-13.I;Каскад 1;Промежуточный вал;M1;1.0;5.0;2.0;4.0;7.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;-18.0;93.0;0.0;93.0;-18.0;;;;;;;;;;;;;;;;;6183.0;54.0;60.0;0.0;0.0;;;;;;3.0
20;20;DR.L1.MD1.V_Slp;ST-01.I;Каскад 1;Конвейер;24M1;1.0;5.0;2.0;4.0;8.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;90.0;0.0;100.0;90.0;100.0;0.0;;;;;;;;;;;;;;;;;6199.0;0.0;0.0;80.0;0.0;;;;;;4.0
21;21;DR.L1.MD1_MSS_Q;FT-02.I;Каскад 1;Маслосистема;M1;1.0;5.0;2.0;5.0;1.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;700.0;0.0;1136.0;700.0;1136.0;0.0;;;;;;;;;;;;;;;;;6199.0;0.0;0.0;606.0;568.0;;;;;;12.0
22;22;DR.L1.MD1_PDV_T1;TT-07.I;Каскад 1;Подшипника двигателя;M1;1.0;5.0;2.0;5.0;2.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;120.0;130.0;0.0;0.0;;;;;;3.0
23;23;DR.L1.MD1_PDV_T2;TT-08.I;Каскад 1;Подшипника двигателя;M1;1.0;5.0;2.0;5.0;3.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;120.0;130.0;0.0;0.0;;;;;;3.0
24;24;DR.L1.MD1_PDV_T3;TT-09.I;Каскад 1;Подшипника двигателя;M1;1.0;5.0;2.0;5.0;4.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;120.0;130.0;0.0;0.0;;;;;;3.0
25;25;DR.L1.MD1_PDV_VB4;VT-04.I;Каскад 1;Подшипника двигателя;M1;1.0;5.0;2.0;5.0;5.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;0.0;;;;;;;;;;;;;;;;;6183.0;8.0;11.0;0.0;0.0;;;;;;3.0
26;26;DR.L1.SD1.I_Tran;14M1.C.I;Каскад 1;ПИД;11PID;1.0;5.0;2.0;5.0;6.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;;;;;;;;;;;;;;;;;6183.0;53.2;79.80001;45337;45450;;;;;;15.0
27;27;DR.L1.SD1_PDV_T2;TT-16.I;Каскад 1;Подшипники двигателя;14M1;1.0;5.0;2.0;5.0;7.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;65.0;70.0;0.0;0.0;;;;;;3.0
28;28;DR.L1.SD1_ODV_T1;TT-17.I;Каскад 1;Обмотка двигателя;14M1;1.0;5.0;2.0;5.0;8.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;120.0;130.0;0.0;0.0;;;;;;3.0
29;29;DR.L1.SD1_ODV_T2;TT-18.I;Каскад 1;Обмотка двигателя;14M1;1.0;5.0;2.0;6.0;1.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;120.0;130.0;0.0;0.0;;;;;;3.0
30;30;DR.L1.SD1_ODV_T3;TT-19.I;Каскад 1;Обмотка двигателя;14M1;1.0;5.0;2.0;6.0;2.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;120.0;130.0;0.0;0.0;;;;;;3.0
31;31;DR.L1.SD1_PDV_T1;TT-15.I;Каскад 1;Подшипники двигателя;14M1;1.0;5.0;2.0;6.0;3.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;65.0;70.0;0.0;0.0;;;;;;3.0
32;32;DR.L1.K3_VR_VFD_I;11M1.C.I;Каскад 1;ПИД;1PID;1.0;5.0;2.0;6.0;5.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;;;;;;;;;;;;;;;;;6183.0;0.0;0.0;0.0;0.0;;;;;;0.0
33;33;DR.L1.K3_VR_VFD_V;11M1-SC.S.I;Каскад 1;ПИД;11PID;1.0;5.0;2.0;6.0;6.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;;;;;;;;;;;;;;;;;6183.0;75.0;95.0;25.0;5.0;;;;;;15.0
34;34;DR.L1.PIT3_VR_VFD_I;1M1.C.I;Каскад 1;ПИД;1PID;1.0;5.0;2.0;6.0;7.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;;;;;;;;;;;;;;;;;6183.0;0.0;0.0;0.0;0.0;;;;;;0.0
35;35;DR.L1.MD1_MSS.TANK_T;TT-12.I;Каскад 1;Маслосистема;M1;1.0;5.0;2.0;7.0;5.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;30.0;-18.0;93.0;30.0;93.0;-18.0;;;;;;;;;;;;;;;;;6183.0;38.0;0.0;32.0;15.0;;;;;;13.0
36;36;DR.L1.MD1_MSS_T_Rtn;TT-11.I;Каскад 1;Маслосистема;M1;1.0;5.0;2.0;7.0;6.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;45.0;-18.0;93.0;45.0;93.0;-18.0;;;;;;;;;;;;;;;;;6183.0;46.0;49.0;43.0;40.0;;;;;;15.0
37;37;DR.L1.MD1_MSS_FED_T;TT-10.I;Каскад 1;Маслосистема;M1;1.0;5.0;2.0;7.0;7.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;-18.0;93.0;0.0;93.0;-18.0;;;;;;;;;;;;;;;;;6183.0;49.0;52.0;46.0;43.0;;;;;;15.0
38;38;DR.L1.K6.WG;FT-03.I;Каскад 1;Весы;24PID;1.0;5.0;2.0;7.0;8.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;2000.0;0.0;2000.0;0.0;;;;;;;;;;;;;;;;;6183.0;0.0;0.0;0.0;0.0;;;;;;0.0
39;39;DR.L1.GR1.I;12M1.C.I;Каскад 1;Грохот;12M1;1.0;5.0;2.0;8.0;5.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;112.0;168.0;0.0;0.0;;;;;;3.0
40;40;40;LT-04.I;Каскад 1;датчик подпора;24M1;1.0;5.0;2.0;8.0;6.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;;;;;;;;;;;;;;;;;6183.0;50.0;55.0;0.0;0.0;;;;;;3.0
41;41;41;CR-01.I;Каскад 1;Ячейка;ПСУ;1.0;5.0;2.0;8.0;7.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;960.0;0.0;960.0;0.0;;;;;;;;;;;;;;;;;6183.0;450.0;0.0;0.0;0.0;;;;;;1.0
42;42;DR.L1.K3.WG;FIC-01.I;Каскад 1;Весы;1PID;1.0;5.0;2.0;8.0;8.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;900.0;0.0;900.0;0.0;;;;;;;;;;;;;;;;;6183.0;70.0;95.0;30.0;5.0;;;;;;15.0
43;43;DR.L1.PIT3_VR_VFD_V_zad;1M1-SC.SSP.O;Каскад 1;ПИД;1PID;1.0;5.0;6.0;9.0;1.0;0.5;0.0;32000.0;0.0;32767.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;;;;;;;;;;;;;;;;;6187.0;46.0;0.0;10.0;0.0;;;;;;5.0
44;44;DR.L1.K3_VR_VFD_V_zad;11M1-SC.SSP.O;Каскад 1;ПИД;11PID;1.0;5.0;6.0;9.0;2.0;0.5;0.0;32000.0;0.0;32767.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;;;;;;;;;;;;;;;;;6187.0;75.0;0.0;5.0;0.0;;;;;;5.0
45;45;DR.L1.K3A_VR_VFD_V_zad;24M1-SC.SSP.O;Каскад 1;ПИД;24PID;1.0;5.0;6.0;9.0;3.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1500.0;0.0;1500.0;0.0;;;;;;;;;;;;;;;;;2091.0;0.0;0.0;0.0;0.0;;;;;;0.0
46;46;DR.L1.SD1_PDV_VB1;VT-05.I;Каскад 1;Подшипники двигателя;14M1;1.0;5.0;6.0;10.0;5.0;0.5;0.0;32000.0;0.0;32767.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;0.0;;;;;;;;;;;;;;;;;6187.0;8.0;11.0;0.0;0.0;;;;;;3.0
47;47;DR.L1.SD1_PDV_VB2;VT-06.I;Каскад 1;Подшипники двигателя;14M1;1.0;5.0;6.0;10.0;6.0;0.5;0.0;32000.0;0.0;32767.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;0.0;;;;;;;;;;;;;;;;;6187.0;8.0;11.0;0.0;0.0;;;;;;3.0
48;48;DR.L1.SD1_PDV_VB3;VT-07.I;Каскад 1;Подшипники двигателя;14M1;1.0;5.0;6.0;10.0;7.0;0.5;0.0;32000.0;0.0;32767.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;0.0;;;;;;;;;;;;;;;;;6187.0;8.0;11.0;0.0;0.0;;;;;;3.0
49;49;49;LT-05.I;Каскад 1;Датчик забивки течки;11M1;1.0;5.0;6.0;10.0;8.0;0.5;0.0;32000.0;0.0;32767.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;;;;;;;;;;;;;;;;;6187.0;50.0;55.0;0.0;0.0;;;;;;3.0
50;50;DR.L1.K3_MS_FB_Rotating;GS-01.I;Каскад 1;Магнитный сепаратор;10Q;2.0;1.0;2.0;11.0;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
51;51;DR.L1.K3_MS_EmergStop;OA-01.I;Каскад 1;Магнитный сепаратор;10Q;2.0;1.0;2.0;11.0;2.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
52;52;DR.L1.K3_MS_N;JS-01.I;Каскад 1;Магнитный сепаратор;10Q;2.0;1.0;2.0;11.0;3.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
53;53;DR.L1.K3_MS_ST_Started;10Q1.R.I;Каскад 1;Магнитный сепаратор;10Q;2.0;1.0;2.0;11.0;5.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
54;54;DR.L1.PIT3.CB_Fault;1M1.SF.I;Каскад 1;Пластинчатый питатель;1M1;2.0;1.0;2.0;11.0;6.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
55;55;DR.L1.PIT3_VR_VFD_ST_Started;1M1.R.I;Каскад 1;Пластинчатый питатель;1M1;2.0;1.0;2.0;11.0;8.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
56;56;DR.L1.PIT3_VR_VFD_VFD_Failure;1M1.DF.I;Каскад 1;Пластинчатый питатель;1M1;2.0;1.0;2.0;11.0;9.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
57;57;DR.L1.K3.EmergStop;OA-02.I;Каскад 1;Конвейер;11M1;2.0;1.0;2.0;11.0;11.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
58;58;DR.L1.K3.FB_Rotating;GS-02.I;Каскад 1;Конвейер;11M1;2.0;1.0;2.0;11.0;12.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
59;59;DR.L1.K3.Ngb;LS-01.I;Каскад 1;Конвейер;11M1;2.0;1.0;2.0;11.0;13.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
60;60;DR.L1.K3.FB_me;OS-01.I;Каскад 1;Конвейер;10Q;2.0;1.0;2.0;11.0;14.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
61;61;DR.L1.K3.CB_Fault;11M1.SF.I;Каскад 1;Конвейер;11M1;2.0;1.0;2.0;11.0;16.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
62;62;62;HS-14.I;Каскад 1;Конвейер;11M1;2.0;1.0;2.0;11.0;17.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
63;63;DR.L1.K3_VR_VFD_ST_Started;11M1.R.I;Каскад 1;Конвейер;11M1;2.0;1.0;2.0;11.0;18.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
64;64;DR.L1.K3_VR_VFD_Failure;11M1.DF.I;Каскад 1;Конвейер;11M1;2.0;1.0;2.0;11.0;19.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
65;65;DR.L1.K3.Fuse;OS-02.I;Каскад 1;Конвейер;11M1;2.0;1.0;2.0;11.0;20.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
66;66;DR.L1.GR1_PMU_EmergStop;OA-03.I;Каскад 1;ПМУ;12M1;2.0;1.0;2.0;11.0;21.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
67;67;DR.L1.GR1.CB_Fault;12M1.SF.I;Каскад 1;Грохот;12M1;2.0;1.0;2.0;11.0;22.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
