id;n_variable_index;c_name_variable;c_desc_variable;c_name_section;c_name_position;c_num_position;n_controller_id;n_variable_data_type_id;n_variable_type_id;n_module_id_id;n_module_channel;PPI.FilterTime;PPI.mCodeScaleMin;PPI.mCodeScaleMax;PPI.mCodeLowThreshold;PPI.mCodeHighThreshold;PPI.Hysteresis;PPI.MediaLen;PPI.LocalOverrideValue;PPI.MinEU;PPI.MaxEU;SP.SP;SP.TechHi;SP.TechLo;CW.ConfigState;CW.ActiveState;CW.Read;CW.Write;CW.LocalOverrideState;CW.FilterState;CW.InversionState;CW.Linearization;CW.SqrtLinearization;CW.NotQuality;CW.UpdateState;CW.Used_IOAddress;CW.Used_EURange;CW.MessOfChange;CW.Used_Media;CW.Used_Formula;CW;Alarms.HiThreshold;Alarms.HiHiThreshold;Alarms.LoThreshold;Alarms.LoLoThreshold;HILO_CW.Alarms.HiActiveState;HILO_CW.Alarms.HiHiActiveState;HILO_CW.Alarms.LoActiveState;HILO_CW.Alarms.LoLoActiveState;Formula;HILO_CW
68;68;DR.L1.GR1.ST_Started;12M1.R.I;Каскад 1;Грохот;12M1;2.0;1.0;2.0;11.0;24.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
69;69;DR.L1.GR1.N_coef;12M1.PC.I;Каскад 1;Грохот;12M1;2.0;1.0;2.0;11.0;25.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
70;70;70;22M1.R.I;Каскад 1;Грохот;22M1;2.0;1.0;2.0;11.0;26.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
71;71;71;22M1.SF.I;Каскад 1;Грохот;22M1;2.0;1.0;2.0;11.0;27.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
72;72;72;22M1.DF.I;Каскад 1;Грохот;22M1;2.0;1.0;2.0;11.0;28.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
73;73;73;22M1C1.i.I.I;Каскад 1;Очистка 1;22M1C1;2.0;1.0;2.0;11.0;29.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
74;74;74;22M1C2.i.I.I;Каскад 1;Очистка 2;22M1C2;2.0;1.0;2.0;11.0;30.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
75;75;75;22M1EN.i.I.I;Каскад 1;Энкодер;22M1EN;2.0;1.0;2.0;11.0;31.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
76;76;DR.L1.SD1_SZ1_ST_Act;MS-01.I;Каскад 1;Гидравлическая система;SV1-01..8;2.0;1.0;2.0;12.0;2.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
77;77;DR.L1.SD1_SZ2_ST_Act;MS-02.I;Каскад 1;Гидравлическая система;SV1-01..8;2.0;1.0;2.0;12.0;3.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
78;78;DR.L1.SD1_VL_P;PS-01.I;Каскад 1;Гидравлическая система;SV1-01..8;2.0;1.0;2.0;12.0;4.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
79;79;79;PS-04.I;Каскад 1;Гидравлическая система;SV1-01..8;2.0;1.0;2.0;12.0;5.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
80;80;DR.L1.SD1_MSS.FTR1_Clog;XS-01.I;Каскад 1;Гидравлическая система;SV1-01..8;2.0;1.0;2.0;12.0;6.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
81;81;DR.L1.SD1_MSS.FTR2_Clog;XS-02.I;Каскад 1;Маслосистема;14M1;2.0;1.0;2.0;12.0;7.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
82;82;DR.L1.SD1_MSS_H_m_Act;LS-02.I;Каскад 1;Гидравлическая система;SV1-01..8;2.0;1.0;2.0;12.0;8.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
83;83;DR.L1.SD1_MSS.Tank_H_m_Act;LS-03.I;Каскад 1;Маслосистема;14M1;2.0;1.0;2.0;12.0;9.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
84;84;DR.L1.SD1_MSS_P_Zazh_Act;PS-02.I;Каскад 1;Гидравлическая система;SV1-01..8;2.0;1.0;2.0;12.0;10.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
85;85;DR.L1.SD1_MSS_P_Vigr_Act;PS-03.I;Каскад 1;Гидравлическая система;SV1-01..8;2.0;1.0;2.0;12.0;11.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
86;86;DR.L1.SD1.CB_ST_On;14M1.SF.I;Каскад 1;Дробилка;14M1;2.0;1.0;2.0;12.0;12.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
87;87;DR.L1.SD1.CTR_ST_On;14M1.R.I;Каскад 1;Дробилка;14M1;2.0;1.0;2.0;12.0;13.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
88;88;88;15M1.LP.I;Каскад 1;Гидравлическая система;15M1;2.0;1.0;2.0;12.0;15.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
89;89;89;15M1.RON.I;Каскад 1;Гидравлическая система;15M1;2.0;1.0;2.0;12.0;16.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
90;90;DR.L1.SD1_NS_CB_ST_On;16M1.SF.I;Каскад 1;Смазочный насос;16M1;2.0;1.0;2.0;12.0;17.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
91;91;DR.L1.SD1_NS_ST_Started;16M1.R.I;Каскад 1;Смазочный насос;16M1;2.0;1.0;2.0;12.0;18.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
92;92;DR.L1.SD1_NG_CB_ST_On;15M1.SF.I;Каскад 1;Гидравлическая система;15M1;2.0;1.0;2.0;12.0;19.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
93;93;DR.L1.SD1_NG_ST_Started;15M1.R.I;Каскад 1;Гидравлическая система;15M1;2.0;1.0;2.0;12.0;20.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
94;94;DR.L1.SD1_OV_CB_ST_On;17M1.SF.I;Каскад 1;Охладитель вентилятора;17M1;2.0;1.0;2.0;12.0;21.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
95;95;DR.L1.SD1_OV_ST_Started;17M1.R.I;Каскад 1;Охладитель вентилятора;17M1;2.0;1.0;2.0;12.0;22.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
96;96;DR.L1.SD1_VN_CB_ST_On;18M1.SF.I;Каскад 1;Воздуходувка;18M1;2.0;1.0;2.0;12.0;23.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
97;97;DR.L1.SD1_VN_ST_Started;18M1.R.I;Каскад 1;Воздуходувка;18M1;2.0;1.0;2.0;12.0;24.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
98;98;DR.L1.SD1_MSN_CB_ST_On;19R1.SF.I;Каскад 1;Нагреватели масла;19R1;2.0;1.0;2.0;12.0;25.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
99;99;DR.L1.SD1_MSN_ST_Started;19R1.R.I;Каскад 1;Нагреватели масла;19R1;2.0;1.0;2.0;12.0;26.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
100;100;DR.L1.GR2_PMU_EmergStop;OA-04.I;Каскад 1;ПМУ;22M1;2.0;1.0;2.0;12.0;27.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
101;101;DR.L1.MD1.Clog;LS-04.I;Каскад 1;датчик подпора;M1;2.0;1.0;2.0;13.0;4.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
102;102;DR.L1.K3A.EmergStop;OA-05.I;Каскад 1;Конвейер;24M1;2.0;1.0;2.0;13.0;5.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
103;103;DR.L1.K3A.FB_Rotating;GS-03.I;Каскад 1;Конвейер;24M1;2.0;1.0;2.0;13.0;6.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
104;104;DR.L1.K3A.Material;LS-09.I;Каскад 1;Конвейер;24M1;2.0;1.0;2.0;13.0;7.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
105;105;DR.L1.K3A.CB_Fault;24M1.SF.I;Каскад 1;Конвейер;24M1;2.0;1.0;2.0;13.0;8.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
106;106;106;OA-12.I;Каскад 1;Конвейер;24M1;2.0;1.0;2.0;13.0;9.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
107;107;DR.L1.K3A.ST_Started;24M1.R.I;Каскад 1;Конвейер;24M1;2.0;1.0;2.0;13.0;10.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
108;108;DR.L1.K3A.V_Failure;24M1.DF.I;Каскад 1;Конвейер;24M1;2.0;1.0;2.0;13.0;11.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
109;109;109;ST-02.I;Каскад 1;Конвейер;24M1;2.0;1.0;2.0;13.0;12.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2103.0;0.0;0.0;0.0;0.0;;;;;;0.0
110;110;DR.L1.MD1.EmergStop;OA-06.I;Каскад 1;Дробилка;M1;2.0;1.0;2.0;13.0;13.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
111;111;DR.L1.MD1_NS1.ZS_ST_Opened;ZS-01.I;Каскад 1;Смазочный насос 1;27M1;2.0;1.0;2.0;13.0;14.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
112;112;DR.L1.MD1_NS2.ZS_ST_Opened;ZS-02.I;Каскад 1;Смазочный насос 2;28M1;2.0;1.0;2.0;13.0;15.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
113;113;DR.L1.MD1_MSS_HL_m;LS-05.I;Каскад 1;Маслосистема;M1;2.0;1.0;2.0;13.0;16.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
114;114;DR.L1.MD1_MSS_HA_m;LS-06.I;Каскад 1;Маслосистема;M1;2.0;1.0;2.0;13.0;17.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
115;115;DR.L1.MD1_MSS_H_m_Act;LS-07.I;Каскад 1;Маслосистема;M1;2.0;1.0;2.0;13.0;18.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
116;116;DR.L1.MD1_SZ1_ST_Act;MS-03.I;Каскад 1;Шкаф гидравлики;SOL1..9;2.0;1.0;2.0;13.0;19.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
117;117;DR.L1.MD1_SZ2_ST_Act;MS-04.I;Каскад 1;Шкаф гидравлики;SOL1..9;2.0;1.0;2.0;13.0;20.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
118;118;118;LT-00.I;Каскад 1;Дробилка;14M1;2.0;1.0;2.0;13.0;21.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
119;119;DR.L1.MD1.CB_ST_On;M1.SF.I;Каскад 1;Дробилка;M1;2.0;1.0;2.0;13.0;24.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
120;120;DR.L1.MD1.CTR_ST_On;M1.R.I;Каскад 1;Дробилка;M1;2.0;1.0;2.0;13.0;25.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
121;121;DR.L1.MD1_OV1_CB_ST_On;29M1.SF.I;Каскад 1;Охладитель вентилятора 1;29M1;2.0;1.0;2.0;13.0;29.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
122;122;DR.L1.MD1_OV1_ST_Started;29M1.R.I;Каскад 1;Охладитель вентилятора 1;29M1;2.0;1.0;2.0;13.0;30.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
123;123;DR.L1.MD1_OV2_CB_ST_On;30M1.SF.I;Каскад 1;Охладитель вентилятора 2;30M1;2.0;1.0;2.0;13.0;31.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
124;124;DR.L1.MD1_OV2_ST_Started;30M1.R.I;Каскад 1;Охладитель вентилятора 2;30M1;2.0;1.0;2.0;13.0;32.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
125;125;DR.L1.MD1_NS1_CB_ST_On;27M1.SF.I;Каскад 1;Смазочный насос 1;27M1;2.0;1.0;2.0;14.0;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
126;126;DR.L1.MD1_NS1_ST_Started;27M1.R.I;Каскад 1;Смазочный насос 1;27M1;2.0;1.0;2.0;14.0;2.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
127;127;DR.L1.MD1_NS2_CB_ST_On;28M1.SF.I;Каскад 1;Смазочный насос 2;28M1;2.0;1.0;2.0;14.0;3.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
128;128;DR.L1.MD1_NS2_ST_Started;28M1.R.I;Каскад 1;Смазочный насос 2;28M1;2.0;1.0;2.0;14.0;4.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
129;129;DR.L1.MD1_VN_CB_ST_On;31M1.SF.I;Каскад 1;Воздуходувка;31M1;2.0;1.0;2.0;14.0;5.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
130;130;DR.L1.MD1_VN_ST_Started;31M1.R.I;Каскад 1;Воздуходувка;31M1;2.0;1.0;2.0;14.0;6.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
131;131;DR.L1.MD1_MSN_CB_ST_On;32R1.SF.I;Каскад 1;Нагреватели масла;32R1;2.0;1.0;2.0;14.0;7.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
132;132;DR.L1.MD1_MSN_ST_Started;32R1.R.I;Каскад 1;Нагреватели масла;32R1;2.0;1.0;2.0;14.0;8.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
133;133;DR.L1.MD1_NG_CB_ST_On;26M1.SF.I;Каскад 1;Гидравлический насос;26M1;2.0;1.0;2.0;14.0;9.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
134;134;DR.L1.MD1_NG_ST_Started;26M1.R.I;Каскад 1;Гидравлический насос;26M1;2.0;1.0;2.0;14.0;10.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
135;135;DR.L1.PMU1.Mode_Local;OI-01.I;Каскад 1;ПМУ;Cascad;2.0;1.0;2.0;14.0;11.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
136;136;DR.L1.PMU1.EmergStop;OA-08.I;Каскад 1;ПМУ;Cascad;2.0;1.0;2.0;14.0;12.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
137;137;DR.L1.GR1_PMU_ST_PMU_Started;HS-01.I;Каскад 1;ПМУ;12M1;2.0;1.0;2.0;14.0;13.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
138;138;DR.L1.SD1.ST_PMU_Started;HS-02.I;Каскад 1;Дробилка;14M1;2.0;1.0;2.0;14.0;14.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
139;139;DR.L1.SD1_NS_ST_PMU_Started;HS-03.I;Каскад 1;Смазочный насос;16M1;2.0;1.0;2.0;14.0;15.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
140;140;DR.L1.SD1_OV_ST_PMU_Started;HS-04.I;Каскад 1;Охладитель вентилятора;17M1;2.0;1.0;2.0;14.0;16.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
141;141;DR.L1.SD1_VN_ST_PMU_Started;HS-05.I;Каскад 1;Воздуходувка;18M1;2.0;1.0;2.0;14.0;17.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
